value,geometry
18.916308555274952,POINT (475400.6697062135 742942.1585607335)
18.856352131840453,POINT (476400.6697062135 742942.1585607335)
18.79951003866229,POINT (477400.6697062135 742942.1585607335)
18.745681737821894,POINT (478400.6697062135 742942.1585607335)
18.694768016341985,POINT (479400.6697062135 742942.1585607335)
32.829693585151006,POINT (361400.6697062135 743942.1585607335)
32.87114474956882,POINT (362400.6697062135 743942.1585607335)
32.91113726073083,POINT (363400.6697062135 743942.1585607335)
32.94956168781989,POINT (364400.6697062135 743942.1585607335)
32.98630393248682,POINT (365400.6697062135 743942.1585607335)
33.02124517356631,POINT (366400.6697062135 743942.1585607335)
33.05426182790851,POINT (367400.6697062135 743942.1585607335)
33.08522552955626,POINT (368400.6697062135 743942.1585607335)
33.11400312964756,POINT (369400.6697062135 743942.1585607335)
33.14045671956966,POINT (370400.6697062135 743942.1585607335)
33.164443680030764,POINT (371400.6697062135 743942.1585607335)
33.18581675884479,POINT (372400.6697062135 743942.1585607335)
33.20442418034115,POINT (373400.6697062135 743942.1585607335)
33.220109789409314,POINT (374400.6697062135 743942.1585607335)
33.23271323326323,POINT (375400.6697062135 743942.1585607335)
33.24207018405871,POINT (376400.6697062135 743942.1585607335)
33.248012605510525,POINT (377400.6697062135 743942.1585607335)
33.2503690666307,POINT (378400.6697062135 743942.1585607335)
33.2489651056382,POINT (379400.6697062135 743942.1585607335)
33.24362364696572,POINT (380400.6697062135 743942.1585607335)
33.234165474106454,POINT (381400.6697062135 743942.1585607335)
33.22040976079328,POINT (382400.6697062135 743942.1585607335)
33.202174662680704,POINT (383400.6697062135 743942.1585607335)
33.17927797129768,POINT (384400.6697062135 743942.1585607335)
33.15153783155312,POINT (385400.6697062135 743942.1585607335)
33.118773523499556,POINT (386400.6697062135 743942.1585607335)
33.08080630839158,POINT (387400.6697062135 743942.1585607335)
33.03746033831161,POINT (388400.6697062135 743942.1585607335)
32.988563627776934,POINT (389400.6697062135 743942.1585607335)
32.933949084790385,POINT (390400.6697062135 743942.1585607335)
32.87345559775863,POINT (391400.6697062135 743942.1585607335)
32.80692917358293,POINT (392400.6697062135 743942.1585607335)
32.73422412104094,POINT (393400.6697062135 743942.1585607335)
32.65520427233729,POINT (394400.6697062135 743942.1585607335)
32.569744234425634,POINT (395400.6697062135 743942.1585607335)
32.47773066041615,POINT (396400.6697062135 743942.1585607335)
32.37906353010792,POINT (397400.6697062135 743942.1585607335)
32.273657427453,POINT (398400.6697062135 743942.1585607335)
32.1614428016017,POINT (399400.6697062135 743942.1585607335)
32.0423671971318,POINT (400400.6697062135 743942.1585607335)
31.916396438163968,POINT (401400.6697062135 743942.1585607335)
31.78351575034998,POINT (402400.6697062135 743942.1585607335)
31.643730804225957,POINT (403400.6697062135 743942.1585607335)
31.49706866318516,POINT (404400.6697062135 743942.1585607335)
31.343578619376277,POINT (405400.6697062135 743942.1585607335)
31.18333290120139,POINT (406400.6697062135 743942.1585607335)
31.016427236793795,POINT (407400.6697062135 743942.1585607335)
30.842981258914143,POINT (408400.6697062135 743942.1585607335)
30.66313873811831,POINT (409400.6697062135 743942.1585607335)
30.477067632817715,POINT (410400.6697062135 743942.1585607335)
30.284959946955546,POINT (411400.6697062135 743942.1585607335)
30.08703138843457,POINT (412400.6697062135 743942.1585607335)
29.883520824115138,POINT (413400.6697062135 743942.1585607335)
29.674689530105933,POINT (414400.6697062135 743942.1585607335)
29.46082023913784,POINT (415400.6697062135 743942.1585607335)
29.242215989973705,POINT (416400.6697062135 743942.1585607335)
